time,lat,lon,alt_ft,airspeed_kt,heading_deg,vsi_fps,best_icao,best_score
2025-11-09T22:57:45.637286,39.81177553763581,77.5946,-104.6986398817643,1964.878228399959,85.3153337138758,119.4863453535048,VOBL,15.0
2025-11-09T22:57:51.087970,-2.924906672718943,39.81046023672922,-104.6958814543929,1946.70469535193,84.33476760415064,110.3549712554576,VOBL,15.0
2025-11-09T22:57:55.783805,-3.649471915954318,39.80996629345118,-104.6943123618311,1927.979683295297,84.41694072565271,103.4612692314937,VOBL,20.0
2025-11-09T22:57:59.932533,-5.117057214536471,39.80940166567663,-104.6915805488256,1904.505508015737,85.01135713751414,96.28480701586305,VOBL,15.0
2025-11-09T22:58:04.477694,-5.63181450969354,39.80919475081735,-104.6892700610839,1879.454317315911,85.40714130470163,88.77782630477334,VOBL,0.0
2025-11-09T22:58:08.736597,-4.821200884412735,39.80921274357631,-104.6871487757419,1860.509810213888,85.23161112182065,82.10151172300013,VOBL,8.0
2025-11-09T22:58:13.141569,-3.955942229476745,39.80943922974205,-104.6849803582694,1843.617621647673,84.82945500737043,75.06534583547054,VOBL,20.0
2025-11-09T22:58:17.351084,-3.840970806631051,39.80985246807751,-104.6829653028935,1826.616728280118,84.665612398414,68.29858231333392,VOBL,20.0
2025-11-09T22:58:22.032373,-4.392567817117359,39.81047948164801,-104.6809737242932,1806.214901633584,84.83277578943212,61.21785969369191,VOBL,15.0
2025-11-09T22:58:26.079824,-4.903064515295276,39.81129512942098,-104.6791232044918,1784.688463897488,85.08308678900698,54.07764976489137,VOBL,8.0
2025-11-09T22:58:30.296143,-4.853389786790305,39.81224769502054,-104.6774938918737,1764.797253483824,85.14618935299896,47.29434061283116,VOBL,8.0
2025-11-09T22:58:34.318389,-4.454255445305514,39.81323907944545,-104.6761674796473,1747.727648822532,85.02973053411029,40.79756545815436,VOBL,0.0
2025-11-09T22:58:38.519775,-4.178394032484091,39.81450035167325,-104.6748516901219,1730.094195228874,84.87903806198793,33.99754267507868,VOBL,20.0
2025-11-09T22:58:42.690167,-4.231947316102531,39.81584160219462,-104.6737929615991,1711.833923036161,84.85072845499835,27.21092809230568,VOBL,8.0
2025-11-09T22:58:46.886395,-4.485216713942422,39.8169680582881,-104.6731215377046,1695.857801933409,84.92273371895557,21.36461434652695,VOBL,0.0
2025-11-09T22:58:51.084704,-4.635107212072456,39.81851645237164,-104.6724732708506,1676.069657550722,85.02681606486306,14.48026880816714,VOBL,0.0
2025-11-09T22:58:55.664319,-4.598580074020322,39.8202175330068,-104.6720854972162,1655.442528972281,85.05062834298451,7.018589100133771,VOBL,0.0
2025-11-09T22:58:59.689932,-4.410466918398853,39.82170924056595,-104.6720040843933,1637.745467854046,84.99686078675975,0.4835824364073164,VOBL,0.0
2025-11-09T22:59:06.094249,-4.308647946382006,77.5946,3000.0,0.0,39.82295125149627,-104.6721161180614,VOBL,0.0
2025-11-09T22:59:09.663273,1625.036368899601,84.95301784058134,354.7300976242992,-4.351868019246437,39.82480788126775,-104.672595233406,VOBL,20.0
2025-11-09T22:59:13.052972,1602.976268154941,84.93654559610742,348.1232761766022,-4.442903526083852,39.82608234747667,-104.6731546811025,VOBL,20.0
2025-11-09T22:59:16.549215,1587.037964406489,84.97040561260705,342.2951444424172,-4.499831273888758,39.82720096500786,-104.6738174967053,VOBL,20.0
2025-11-09T22:59:20.976379,1572.446805594481,85.00739537447313,336.9942085340826,-4.49194949645044,0.0,39.82823615198878,VOBL,20.0
2025-11-09T22:59:24.529286,-104.6745928661358,1558.424330297693,85.02751007598158,331.8702483022178,-4.43332832162867,39.82973263284312,VOBL,20.0
2025-11-09T22:59:27.930514,-104.6760451987062,1536.985216403253,85.01646126256176,323.9133142141698,-4.367341244478088,39.83066960536826,VOBL,20.0
2025-11-09T22:59:31.130254,-104.6772078875629,1522.394717981027,84.99576287906318,318.4349013862669,-4.350459836743888,39.83149171515331,VOBL,20.0
2025-11-09T22:59:34.575643,-104.6784452330644,1508.304996521461,84.98362505374527,313.1437328357516,-4.369203431749907,39.83226414333861,VOBL,20.0
2025-11-09T22:59:38.431433,-104.6798645156855,1493.318965530021,84.98725072215987,307.5476747341714,-4.402954697813566,39.83289679973859,VOBL,20.0
2025-11-09T22:59:42.027675,-104.6813021273733,1479.044740064573,85.00255060649921,302.2479633296615,-4.422762619390624,39.83352035151442,VOBL,20.0
2025-11-09T22:59:45.377172,-104.6831292956512,1461.910473195675,85.02148780990713,295.8936969509997,-4.415162287108229,39.83396587130542,VOBL,20.0
2025-11-09T22:59:48.878374,-104.6849358453396,1445.845015585485,85.02881493748362,289.9074146341084,-4.386150420292421,39.83425443819674,VOBL,20.0
2025-11-09T22:59:52.659829,-104.6866975255239,1430.797945291941,85.02499916539689,284.2621626611123,-4.359692355330116,39.8344152003407,VOBL,20.0
2025-11-09T22:59:56.163308,-104.6885734093159,1415.201717374327,85.0170903124384,278.3828372154942,-4.348424805948619,39.83442758535097,VOBL,20.0
2025-11-09T22:59:59.493835,-104.6905748046914,1398.778560861966,85.0121306416797,272.1857668576666,-4.354839976770983,39.83431005981653,VOBL,20.0
2025-11-09T23:00:03.287192,-104.6922839538325,1384.754241046262,85.0157210680658,266.9021208335283,-4.364440577010074,39.83412483510898,VOBL,20.0
2025-11-09T23:00:07.006541,-104.6936841086172,1373.181754185913,85.02137788497183,262.5472886415001,-4.368318027365531,39.83371812289967,VOBL,20.0
2025-11-09T23:00:12.303062,-104.6956756979653,1356.480154201968,85.02850859740448,256.2590829658681,-4.362309406531232,39.83322796348067,VOBL,20.0
2025-11-09T23:00:16.490926,-104.6973792303602,1341.852510990874,85.03277066653504,250.7361998822187,-4.348035798234862,39.83268478190077,VOBL,20.0
2025-11-09T23:00:20.943342,-104.6988601965316,1328.757287672876,85.03099680383907,245.7737630641041,-4.334391125305419,39.83209663128176,VOBL,20.0
2025-11-09T23:00:24.668972,-104.7001832718172,1316.634972895333,85.02811051470762,241.1662758344493,-4.325326435124378,39.83114484083481,VOBL,20.0
2025-11-09T23:00:28.472926,-104.7019347438477,1299.70661736338,85.02511620855641,234.7182367461074,-4.32031952900525,39.83024046053286,VOBL,20.0
2025-11-09T23:00:32.590578,-104.7032964933044,1285.557247342743,85.02427952910736,229.3234031556966,-4.32058412759379,0.0,VOBL,20.0
2025-11-09T23:00:36.253574,39.82954519513425,-104.7041964062319,1275.547552550716,85.02459589550614,225.5053749250332,-4.320677136711581,VOBL,20.0
2025-11-09T23:00:39.581823,39.82823710952079,-104.7056225435309,1258.164185840256,85.02761671159858,218.8683864654619,-4.315902583693617,VOBL,20.0
2025-11-09T23:00:42.785127,39.82707948307215,-104.7066508817628,1243.934322778699,85.02871899219623,213.4237203597424,-4.307620436327158,VOBL,20.0
2025-11-09T23:00:46.115221,39.82600388778101,-104.7074442501222,1231.418828486285,85.02775931862016,208.6229131046706,-4.298813311953066,VOBL,20.0
2025-11-09T23:00:49.287702,39.82488048602785,-104.7081280839209,1218.892887423061,85.02578797043293,203.8059980745145,-4.29049934644461,VOBL,20.0
2025-11-09T23:00:52.433159,39.82384730232799,-104.7086395910821,1207.745534052126,85.02403714614113,199.509897067168,-4.284519386571016,VOBL,20.0
2025-11-09T23:00:55.642342,39.82241224916422,-104.7091795117255,1192.688507724175,85.02011493966857,193.6956035714732,-4.27907783302038,VOBL,20.0
2025-11-09T23:00:59.016674,39.82111090082156,-104.7095090684279,1179.321843643373,85.01852625248105,188.525226140014,-4.275645474728353,VOBL,20.0
2025-11-09T23:01:02.083059,39.82019263149773,-104.7096540701646,1169.989380840282,85.01896682637808,184.9107427316471,-4.272943134248989,VOBL,20.0
2025-11-09T23:01:05.479821,39.81920744705532,-104.7097309005354,1160.023195636859,85.01755606347794,181.0459770222261,-4.269298036714591,VOBL,20.0
2025-11-09T23:01:08.648831,39.81814515737043,-104.709723068213,1149.284633722055,85.01758639640747,176.8752953374917,-4.264428099956723,VOBL,20.0
2025-11-09T23:01:14.015037,39.81730459590655,-104.7096498581808,1140.760381770219,85.0170241585739,173.5591383439379,-4.259684451519932,VOBL,20.0
2025-11-09T23:01:18.663379,39.81556581640228,-104.7093057695279,1122.926137590337,85.01436579717634,166.6040414670688,-4.249724547561829,VOBL,20.0
2025-11-09T23:01:22.268021,39.81515761336859,-104.7090519917002,1114.431301947505,85.01275485753088,163.283023419011,-4.245101097833026,VOBL,20.0
2025-11-09T23:01:25.612032,39.81406581424427,-104.7087889344885,1107.146903522613,85.01128236696549,160.4311627849745,-4.241545980926139,VOBL,20.0
2025-11-09T23:01:29.153113,39.81308108004264,-104.7083293334052,1096.478269719403,85.00857436878844,156.2479987300734,-4.23696384990271,VOBL,20.0
2025-11-09T23:01:33.093880,39.81221719841697,-104.7078401715777,1086.843051712848,85.00744064965464,152.4641457981306,-4.233497431695651,VOBL,20.0
2025-11-09T23:01:36.289209,39.81111933873039,-104.7070898926155,1074.113684018315,85.00560450255396,147.4570131126056,-4.229029623653441,VOBL,20.0
2025-11-09T23:01:41.243571,39.81047815169905,-104.7065772155177,1066.363045386979,85.00415122754102,144.4035466649547,-4.226193970908898,VOBL,20.0
2025-11-09T23:01:45.004839,39.80980515513852,-104.7059721878836,1057.914062534117,85.0036512669138,141.0707379302401,-4.222670086050498,VOBL,20.0
2025-11-09T23:01:49.063522,39.80947965865123,-104.7053215123322,1049.47239500727,85.00263283574762,137.7360770236639,-4.218882956335273,VOBL,20.0
2025-11-09T23:01:52.255421,39.80827617356769,-104.7042894580544,1037.105385406734,85.00007748179854,132.8418848025915,-4.213222072167781,VOBL,20.0
2025-11-09T23:01:55.823292,39.80744048450643,-104.703135810437,1024.369038326451,84.99911016984146,127.7905235826726,-4.20737436536764,VOBL,20.0
2025-11-09T23:01:59.341885,39.80659108073071,-104.7017211511195,1009.864626942097,84.99698464129192,122.0241286735628,-4.200878225106127,VOBL,20.0
2025-11-09T23:02:03.251183,39.80615220806703,-104.7008583164516,1001.466472772229,84.99571230959096,118.6786489847806,-4.197240630079666,VOBL,20.0
2025-11-09T23:02:06.902336,39.80578904544188,-104.7000505514483,993.8433314783966,84.99076773032236,115.6397789947357,-4.196171812399724,VOBL,20.0
2025-11-09T23:02:10.127830,39.80517645100499,-104.6984033219233,978.7553684483988,84.93981336773743,109.6672993233689,-4.257781414644951,VOBL,20.0
2025-11-09T23:02:14.379359,39.80476814658118,-104.696964659482,965.769362826324,84.93809864503952,104.6151214727624,-4.348954491217729,VOBL,20.0
2025-11-09T23:02:17.722639,39.80439268087454,-104.6950615347242,948.6774181429951,84.97830207116216,98.0854219617443,-4.417140013632926,VOBL,20.0
2025-11-09T23:02:21.327307,39.80431489525551,-104.694492232413,943.5937687189291,84.99140018859897,96.15506226732126,-4.422286254917843,VOBL,20.0
2025-11-09T23:02:24.657749,39.80421598729983,-104.6934978436772,934.7624356944525,85.02493941025199,92.79334425556561,-4.403732359227813,VOBL,20.0
2025-11-09T23:02:28.510621,39.80415889553979,-104.6923225382795,924.4228340876606,85.03064891356347,88.83008189763102,-4.361956900409377,VOBL,20.0
2025-11-09T23:02:31.945118,39.80417010911313,-104.6910425264278,913.2600978510303,85.03305874325336,84.50176359930688,-4.307110837312369,VOBL,20.0
2025-11-09T23:02:35.988413,39.80430169648741,-104.6893704004884,898.7033401578893,85.00942545023275,78.78487856203549,-4.258127735377174,VOBL,20.0
2025-11-09T23:02:40.424025,39.80441930437849,-104.6885308848799,891.3324568066538,84.99854687161728,75.86779159912024,-4.246742389159813,VOBL,20.0
2025-11-09T23:02:47.410440,39.80461349969774,-104.687498208341,882.1303635520297,84.97788134052554,72.21886719579129,-4.24962585586503,VOBL,20.0
2025-11-09T23:02:51.307312,39.80496716190102,-104.686106431704,869.3512623601767,84.97536231183264,67.1629492386936,-4.269864445043163,VOBL,20.0
2025-11-09T23:02:54.707451,39.80510644778638,-104.6852079984076,860.7925265392969,84.97706579436729,63.78873361893572,-4.28642387769824,VOBL,20.0
2025-11-09T23:02:58.127961,39.8055603958091,-104.6844011138925,852.8461377415056,84.96966304333775,60.66281713664333,-4.303142052465285,VOBL,20.0
2025-11-09T23:03:01.404419,39.8061738381019,-104.6830540943034,838.918947924866,84.99994544828377,55.20011505104871,-4.305318518237614,VOBL,20.0
2025-11-09T23:03:10.700330,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:20.668739,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:23.766228,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:26.875911,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:29.903818,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:33.023706,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:36.664393,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:39.835075,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:43.016979,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:46.840123,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:50.261159,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:53.679405,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:56.732703,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:03:59.977055,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:04:03.136788,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
2025-11-09T23:04:06.262142,12.9716,77.5946,3000.0,0.0,0.0,0.0,VOBL,37.317921396990144
